Cluster	GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	adjustedPvalue	ensembl_gene_id	hgnc_symbol
D	GO:0048568	0.617583534	0.951363636	20.92560554	20	295	embryonic organ development	0.948336543	"ENSG00000005073,ENSG00000048342,ENSG00000065320,ENSG00000070018,ENSG00000100625,ENSG00000100714,ENSG00000101144,ENSG00000102678,ENSG00000104290,ENSG00000104884,ENSG00000107485,ENSG00000112320,ENSG00000115738,ENSG00000125378,ENSG00000125850,ENSG00000172819,ENSG00000174989,ENSG00000179981,ENSG00000180228,ENSG00000197905"	"HOXA11,CC2D2A,NTN1,LRP6,SIX4,MTHFD1,BMP7,FGF9,FZD3,ERCC2,GATA3,SOBP,ID2,BMP4,OVOL2,RARG,FBXW8,TSHZ1,PRKRA,TEAD4"
D	GO:0048638	0.618283614	0.945064023	13.69031142	13	193	regulation of developmental growth	0.948336543	"ENSG00000065320,ENSG00000069702,ENSG00000088812,ENSG00000100600,ENSG00000100625,ENSG00000102678,ENSG00000115414,ENSG00000125378,ENSG00000130005,ENSG00000135446,ENSG00000143320,ENSG00000165060,ENSG00000253729"	"NTN1,TGFBR3,ATRN,LGMN,SIX4,FGF9,FN1,BMP4,GAMT,CDK4,CRABP2,FXN,PRKDC"
D	GO:0002448	0.619785887	0.970116816	2.057093426	2	29	mast cell mediated immunity	0.948336543	"ENSG00000165025,ENSG00000170542"	"SYK,SERPINB9"
D	GO:0006656	0.619785887	0.970116816	2.057093426	2	29	phosphatidylcholine biosynthetic process	0.948336543	"ENSG00000110721,ENSG00000130304"	"CHKA,SLC27A1"
D	GO:0007223	0.619785887	0.970116816	2.057093426	2	29	"Wnt signaling pathway, calcium modulating pathway"	0.948336543	"ENSG00000092847,ENSG00000104290"	"AGO1,FZD3"
D	GO:0032365	0.619785887	0.970116816	2.057093426	2	29	intracellular lipid transport	0.948336543	"ENSG00000070018,ENSG00000110090"	"LRP6,CPT1A"
D	GO:0032615	0.619785887	0.970116816	2.057093426	2	29	interleukin-12 production	0.948336543	"ENSG00000108561,ENSG00000144381"	"C1QBP,HSPD1"
D	GO:0042407	0.619785887	0.970116816	2.057093426	2	29	cristae formation	0.948336543	"ENSG00000152234,ENSG00000184831"	"ATP5A1,APOO"
D	GO:0043300	0.619785887	0.970116816	2.057093426	2	29	regulation of leukocyte degranulation	0.948336543	"ENSG00000165025,ENSG00000185896"	"SYK,LAMP1"
D	GO:0045214	0.619785887	0.970116816	2.057093426	2	29	sarcomere organization	0.948336543	"ENSG00000100625,ENSG00000134775"	"SIX4,FHOD3"
D	GO:0045912	0.619785887	0.970116816	2.057093426	2	29	negative regulation of carbohydrate metabolic process	0.948336543	"ENSG00000109819,ENSG00000115687"	"PPARGC1A,PASK"
D	GO:0046460	0.619785887	0.970116816	2.057093426	2	29	neutral lipid biosynthetic process	0.948336543	"ENSG00000062282,ENSG00000197296"	"DGAT2,FITM2"
D	GO:0046463	0.619785887	0.970116816	2.057093426	2	29	acylglycerol biosynthetic process	0.948336543	"ENSG00000062282,ENSG00000197296"	"DGAT2,FITM2"
D	GO:0048599	0.619785887	0.970116816	2.057093426	2	29	oocyte development	0.948336543	"ENSG00000101104,ENSG00000163083"	"PABPC1L,INHBB"
D	GO:0060323	0.619785887	0.970116816	2.057093426	2	29	head morphogenesis	0.948336543	"ENSG00000070018,ENSG00000150347"	"LRP6,ARID5B"
D	GO:0060428	0.619785887	0.970116816	2.057093426	2	29	lung epithelium development	0.948336543	"ENSG00000106305,ENSG00000125378"	"AIMP2,BMP4"
D	GO:0060999	0.619785887	0.970116816	2.057093426	2	29	positive regulation of dendritic spine development	0.948336543	"ENSG00000134072,ENSG00000157193"	"CAMK1,LRP8"
D	GO:0090313	0.619785887	0.970116816	2.057093426	2	29	regulation of protein targeting to membrane	0.948336543	"ENSG00000103888,ENSG00000170379"	"CEMIP,TCAF2"
D	GO:1901658	0.619785887	0.970116816	2.057093426	2	29	glycosyl compound catabolic process	0.948336543	"ENSG00000001036,ENSG00000101444"	"FUCA2,AHCY"
D	GO:1903793	0.619785887	0.970116816	2.057093426	2	29	positive regulation of anion transport	0.948336543	"ENSG00000101188,ENSG00000108984"	"NTSR1,MAP2K6"
D	GO:2000351	0.619785887	0.970116816	2.057093426	2	29	regulation of endothelial cell apoptotic process	0.948336543	"ENSG00000107485,ENSG00000196139"	"GATA3,AKR1C3"
D	GO:0022406	0.621174258	0.940861388	11.63321799	11	164	membrane docking	0.950237414	"ENSG00000048342,ENSG00000072864,ENSG00000103494,ENSG00000114107,ENSG00000117650,ENSG00000144061,ENSG00000148019,ENSG00000166851,ENSG00000173588,ENSG00000204852,ENSG00000249115"	"CC2D2A,NDE1,RPGRIP1L,CEP70,NEK2,NPHP1,CEP78,PLK1,CEP83,TCTN1,HAUS5"
D	GO:0019751	0.622309678	0.935064935	6.384083045	6	90	polyol metabolic process	0.950794341	"ENSG00000062282,ENSG00000087053,ENSG00000101188,ENSG00000132423,ENSG00000149476,ENSG00000173085"	"DGAT2,MTMR2,NTSR1,COQ3,DAK,COQ2"
D	GO:0055123	0.622309678	0.935064935	6.384083045	6	90	digestive system development	0.950794341	"ENSG00000102678,ENSG00000107485,ENSG00000115738,ENSG00000125378,ENSG00000125850,ENSG00000182580"	"FGF9,GATA3,ID2,BMP4,OVOL2,EPHB3"
D	GO:0071333	0.622309678	0.935064935	6.384083045	6	90	cellular response to glucose stimulus	0.950794341	"ENSG00000067992,ENSG00000083720,ENSG00000109819,ENSG00000118418,ENSG00000147642,ENSG00000164182"	"PDK3,OXCT1,PPARGC1A,HMGN3,SYBU,NDUFAF2"
D	GO:1902904	0.622309678	0.935064935	6.384083045	6	90	negative regulation of supramolecular fiber organization	0.950794341	"ENSG00000101871,ENSG00000118200,ENSG00000134775,ENSG00000140854,ENSG00000141556,ENSG00000152527,ENSG00000234129"	"MID1,CAMSAP2,FHOD3,KATNB1,TBCD,PLEKHH2,"
D	GO:0030048	0.622415171	0.93514461	5.320069204	5	75	actin filament-based movement	0.950794341	"ENSG00000105711,ENSG00000113569,ENSG00000114854,ENSG00000133026,ENSG00000175538"	"SCN1B,NUP155,TNNC1,MYH10,KCNE3"
D	GO:0045834	0.622415171	0.93514461	5.320069204	5	75	positive regulation of lipid metabolic process	0.950794341	"ENSG00000035681,ENSG00000062282,ENSG00000109819,ENSG00000110090,ENSG00000165283"	"NSMAF,DGAT2,PPARGC1A,CPT1A,STOML2"
D	GO:0006401	0.622960148	0.951119233	25.11072664	24	354	RNA catabolic process	0.950854614	"ENSG00000077348,ENSG00000088247,ENSG00000092847,ENSG00000100823,ENSG00000104356,ENSG00000107951,ENSG00000119335,ENSG00000120699,ENSG00000130713,ENSG00000130826,ENSG00000136104,ENSG00000138095,ENSG00000138346,ENSG00000138385,ENSG00000140395,ENSG00000142864,ENSG00000144231,ENSG00000156502,ENSG00000166889,ENSG00000166938,ENSG00000168646,ENSG00000169062,ENSG00000181163,ENSG00000182973"	"EXOSC5,KHSRP,AGO1,APEX1,POP1,MTPAP,SET,EXOSC8,EXOSC2,DKC1,RNASEH2B,LRPPRC,DNA2,SSB,WDR61,SERBP1,POLR2D,SUPV3L1,PATL1,DIS3L,AXIN2,UPF3A,NPM1,CNOT10"
D	GO:0019722	0.623007465	0.934985064	7.448096886	7	105	calcium-mediated signaling	0.950854614	"ENSG00000083454,ENSG00000101850,ENSG00000104369,ENSG00000116833,ENSG00000149596,ENSG00000165025,ENSG00000213366"	"P2RX5,GPR143,JPH1,NR5A2,JPH2,SYK,GSTM2"
D	GO:0043280	0.623007465	0.934985064	7.448096886	7	105	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process	0.950854614	"ENSG00000015475,ENSG00000026103,ENSG00000079387,ENSG00000090447,ENSG00000144381,ENSG00000166681,ENSG00000171056"	"BID,FAS,SENP1,TFAP4,HSPD1,NGFRAP1,SOX7"
D	GO:0008285	0.623885166	0.955149155	33.33910035	32	470	negative regulation of cell proliferation	0.950854614	"ENSG00000064703,ENSG00000069702,ENSG00000090447,ENSG00000091583,ENSG00000096872,ENSG00000100526,ENSG00000101144,ENSG00000102096,ENSG00000106305,ENSG00000107485,ENSG00000109819,ENSG00000115415,ENSG00000115738,ENSG00000120800,ENSG00000121210,ENSG00000124802,ENSG00000125378,ENSG00000125850,ENSG00000127152,ENSG00000138061,ENSG00000152234,ENSG00000154640,ENSG00000168395,ENSG00000168646,ENSG00000170231,ENSG00000171056,ENSG00000172819,ENSG00000180228,ENSG00000181163,ENSG00000185885,ENSG00000254093,ENSG00000266094"	"DDX20,TGFBR3,TFAP4,APOH,IFT74,CDKN3,BMP7,PIM2,AIMP2,GATA3,PPARGC1A,STAT1,ID2,UTP20,KIAA0922,EEF1E1,BMP4,OVOL2,BCL11B,CYP1B1,ATP5A1,BTG3,ING5,AXIN2,FABP6,SOX7,RARG,PRKRA,NPM1,IFITM1,PINX1,RASSF5"
D	GO:0006977	0.623916131	0.93522409	4.256055363	4	60	"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest"	0.950854614	"ENSG00000114126,ENSG00000132646,ENSG00000181163,ENSG00000182973"	"TFDP2,PCNA,NPM1,CNOT10"
D	GO:0007589	0.623916131	0.93522409	4.256055363	4	60	body fluid secretion	0.950854614	"ENSG00000084774,ENSG00000102967,ENSG00000114491,ENSG00000128059"	"CAD,DHODH,UMPS,PPAT"
D	GO:0014902	0.623916131	0.93522409	4.256055363	4	60	myotube differentiation	0.950854614	"ENSG00000100625,ENSG00000132819,ENSG00000134243,ENSG00000185420,ENSG00000280657"	"SIX4,RBM38,SORT1,SMYD3,SMYD3"
D	GO:0045682	0.623916131	0.93522409	4.256055363	4	60	regulation of epidermis development	0.950854614	"ENSG00000125378,ENSG00000125850,ENSG00000165272,ENSG00000166886"	"BMP4,OVOL2,AQP3,NAB2"
D	GO:0046782	0.623916131	0.93522409	4.256055363	4	60	regulation of viral transcription	0.950854614	"ENSG00000090447,ENSG00000142089,ENSG00000144231,ENSG00000160208"	"TFAP4,IFITM3,POLR2D,RRP1B"
D	GO:0071479	0.623916131	0.93522409	4.256055363	4	60	cellular response to ionizing radiation	0.950854614	"ENSG00000107485,ENSG00000110108,ENSG00000132436,ENSG00000175054"	"GATA3,TMEM109,FIGNL1,ATR"
D	GO:0034250	0.624198523	0.934904996	8.512110727	8	120	positive regulation of cellular amide metabolic process	0.951062199	"ENSG00000035681,ENSG00000108561,ENSG00000115687,ENSG00000135446,ENSG00000144231,ENSG00000169062,ENSG00000181163,ENSG00000186088"	"NSMAF,C1QBP,PASK,CDK4,POLR2D,UPF3A,NPM1,GSAP"
D	GO:0007276	0.625671186	0.951598046	28.23183391	27	398	gamete generation	0.953082822	"ENSG00000005073,ENSG00000025156,ENSG00000058804,ENSG00000064703,ENSG00000078399,ENSG00000095002,ENSG00000096063,ENSG00000100814,ENSG00000101104,ENSG00000102096,ENSG00000105948,ENSG00000116918,ENSG00000125378,ENSG00000130005,ENSG00000132436,ENSG00000138587,ENSG00000139292,ENSG00000143578,ENSG00000144061,ENSG00000163083,ENSG00000163935,ENSG00000165209,ENSG00000166851,ENSG00000170275,ENSG00000170915,ENSG00000175792,ENSG00000197763"	"HOXA11,HSF2,NDC1,DDX20,HOXA9,MSH2,SRPK1,CCNB1IP1,PABPC1L,PIM2,TTC26,TSNAX,BMP4,GAMT,FIGNL1,MNS1,LGR5,CREB3L4,NPHP1,INHBB,SFMBT1,STRBP,PLK1,CRTAP,PAQR8,RUVBL1,TXNRD3"
D	GO:0072655	0.629274756	0.934663606	11.70415225	11	165	establishment of protein localization to mitochondrion	0.957961375	"ENSG00000015475,ENSG00000075336,ENSG00000100216,ENSG00000100575,ENSG00000114126,ENSG00000144381,ENSG00000150779,ENSG00000159348,ENSG00000173726,ENSG00000175792,ENSG00000227057"	"BID,TIMM21,TOMM22,TIMM9,TFDP2,HSPD1,TIMM8B,CYB5R1,TOMM20,RUVBL1,WDR46"
D	GO:0007420	0.631076832	0.951266535	32.41695502	31	457	brain development	0.957961375	"ENSG00000020426,ENSG00000043355,ENSG00000069535,ENSG00000070018,ENSG00000072864,ENSG00000075239,ENSG00000083720,ENSG00000088812,ENSG00000101144,ENSG00000102678,ENSG00000103494,ENSG00000104290,ENSG00000109819,ENSG00000115738,ENSG00000116750,ENSG00000123560,ENSG00000125378,ENSG00000127152,ENSG00000131238,ENSG00000138363,ENSG00000146950,ENSG00000154146,ENSG00000157193,ENSG00000159131,ENSG00000172819,ENSG00000181754,ENSG00000182580,ENSG00000183527,ENSG00000197121,ENSG00000204852,ENSG00000253729"	"MNAT1,ZIC2,MAOB,LRP6,NDE1,ACAT1,OXCT1,ATRN,BMP7,FGF9,RPGRIP1L,FZD3,PPARGC1A,ID2,UCHL5,PLP1,BMP4,BCL11B,PPT1,ATIC,SHROOM2,NRGN,LRP8,GART,RARG,AMIGO1,EPHB3,PSMG1,PGAP1,TCTN1,PRKDC"
D	GO:0051047	0.632757035	0.938536019	16.9532872	16	239	positive regulation of secretion	0.957961375	"ENSG00000064115,ENSG00000083720,ENSG00000101188,ENSG00000106804,ENSG00000107485,ENSG00000108984,ENSG00000109255,ENSG00000110723,ENSG00000123836,ENSG00000133026,ENSG00000147642,ENSG00000152556,ENSG00000163083,ENSG00000165025,ENSG00000185896,ENSG00000198794"	"TM7SF3,OXCT1,NTSR1,C5,GATA3,MAP2K6,NMU,EXPH5,PFKFB2,MYH10,SYBU,PFKM,INHBB,SYK,LAMP1,SCAMP5"
D	GO:0008217	0.633113563	0.923977453	6.455017301	6	91	regulation of blood pressure	0.957961375	"ENSG00000101188,ENSG00000109255,ENSG00000115738,ENSG00000121064,ENSG00000137509,ENSG00000171873"	"NTSR1,NMU,ID2,SCPEP1,PRCP,ADRA1D"
D	GO:0071326	0.633113563	0.923977453	6.455017301	6	91	cellular response to monosaccharide stimulus	0.957961375	"ENSG00000067992,ENSG00000083720,ENSG00000109819,ENSG00000118418,ENSG00000147642,ENSG00000164182"	"PDK3,OXCT1,PPARGC1A,HMGN3,SYBU,NDUFAF2"
D	GO:0071331	0.633113563	0.923977453	6.455017301	6	91	cellular response to hexose stimulus	0.957961375	"ENSG00000067992,ENSG00000083720,ENSG00000109819,ENSG00000118418,ENSG00000147642,ENSG00000164182"	"PDK3,OXCT1,PPARGC1A,HMGN3,SYBU,NDUFAF2"
D	GO:0007612	0.634207698	0.921887151	5.39100346	5	76	learning	0.957961375	"ENSG00000101188,ENSG00000110881,ENSG00000131771,ENSG00000138031,ENSG00000154146"	"NTSR1,ASIC1,PPP1R1B,ADCY3,NRGN"
D	GO:0010923	0.634207698	0.921887151	5.39100346	5	76	negative regulation of phosphatase activity	0.957961375	"ENSG00000112379,ENSG00000119335,ENSG00000131771,ENSG00000160208,ENSG00000166897,ENSG00000243902"	"KIAA1244,SET,PPP1R1B,RRP1B,ELFN2,"
D	GO:0003006	0.636001741	0.947724399	30.43079585	29	429	developmental process involved in reproduction	0.957961375	"ENSG00000005073,ENSG00000008394,ENSG00000064703,ENSG00000070018,ENSG00000078399,ENSG00000095002,ENSG00000096063,ENSG00000100625,ENSG00000100814,ENSG00000101104,ENSG00000101144,ENSG00000102678,ENSG00000105948,ENSG00000107485,ENSG00000125378,ENSG00000125850,ENSG00000139292,ENSG00000144061,ENSG00000150347,ENSG00000163083,ENSG00000165209,ENSG00000165672,ENSG00000166033,ENSG00000170915,ENSG00000170965,ENSG00000172819,ENSG00000174989,ENSG00000196139,ENSG00000253729"	"HOXA11,MGST1,DDX20,LRP6,HOXA9,MSH2,SRPK1,SIX4,CCNB1IP1,PABPC1L,BMP7,FGF9,TTC26,GATA3,BMP4,OVOL2,LGR5,NPHP1,ARID5B,INHBB,STRBP,PRDX3,HTRA1,PAQR8,PLAC1,RARG,FBXW8,AKR1C3,PRKDC"
D	GO:0001906	0.637019688	0.91873065	4.326989619	4	61	cell killing	0.957961375	"ENSG00000090382,ENSG00000109861,ENSG00000170542,ENSG00000185896"	"LYZ,CTSC,SERPINB9,LAMP1"
D	GO:0006112	0.637019688	0.91873065	4.326989619	4	61	energy reserve metabolic process	0.957961375	"ENSG00000044446,ENSG00000115687,ENSG00000152556,ENSG00000169299"	"PHKA2,PASK,PFKM,PGM2"
D	GO:0008037	0.637019688	0.91873065	4.326989619	4	61	cell recognition	0.957961375	"ENSG00000013725,ENSG00000166226,ENSG00000181754,ENSG00000182580"	"CD6,CCT2,AMIGO1,EPHB3"
D	GO:0032088	0.637019688	0.91873065	4.326989619	4	61	negative regulation of NF-kappaB transcription factor activity	0.957961375	"ENSG00000101144,ENSG00000103037,ENSG00000138061,ENSG00000140853"	"BMP7,SETD6,CYP1B1,NLRC5"
D	GO:0045921	0.637019688	0.91873065	4.326989619	4	61	positive regulation of exocytosis	0.957961375	"ENSG00000110723,ENSG00000165025,ENSG00000185896,ENSG00000198794"	"EXPH5,SYK,LAMP1,SCAMP5"
D	GO:0046785	0.637019688	0.91873065	4.326989619	4	61	microtubule polymerization	0.957961375	"ENSG00000072864,ENSG00000108961,ENSG00000118200,ENSG00000141556"	"NDE1,RANGRF,CAMSAP2,TBCD"
D	GO:0048145	0.637019688	0.91873065	4.326989619	4	61	regulation of fibroblast proliferation	0.957961375	"ENSG00000115414,ENSG00000135446,ENSG00000136104,ENSG00000253729"	"FN1,CDK4,RNASEH2B,PRKDC"
D	GO:0016071	0.637037851	0.957064706	52.98788927	51	747	mRNA metabolic process	0.957961375	"ENSG00000020426,ENSG00000064703,ENSG00000074201,ENSG00000077348,ENSG00000082516,ENSG00000088247,ENSG00000092847,ENSG00000096063,ENSG00000100823,ENSG00000100941,ENSG00000101104,ENSG00000104884,ENSG00000106344,ENSG00000107951,ENSG00000108561,ENSG00000109819,ENSG00000110107,ENSG00000111358,ENSG00000119335,ENSG00000120699,ENSG00000130713,ENSG00000130826,ENSG00000132819,ENSG00000134453,ENSG00000135250,ENSG00000136875,ENSG00000137168,ENSG00000138385,ENSG00000140395,ENSG00000142864,ENSG00000144231,ENSG00000148843,ENSG00000152147,ENSG00000154743,ENSG00000156502,ENSG00000160208,ENSG00000160710,ENSG00000165934,ENSG00000166166,ENSG00000166889,ENSG00000167112,ENSG00000168646,ENSG00000169062,ENSG00000177613,ENSG00000179409,ENSG00000181163,ENSG00000182004,ENSG00000182973,ENSG00000189091,ENSG00000198860,ENSG00000213782"	"MNAT1,DDX20,CLNS1A,EXOSC5,GEMIN5,KHSRP,AGO1,SRPK1,APEX1,PNN,PABPC1L,ERCC2,RBM28,MTPAP,C1QBP,PPARGC1A,PRPF19,GTF2H3,SET,EXOSC8,EXOSC2,DKC1,RBM38,RBM17,SRPK2,PRPF4,PPIL1,SSB,WDR61,SERBP1,POLR2D,PDCD11,GEMIN6,TSEN2,SUPV3L1,RRP1B,ADAR,CPSF2,TRMT61A,PATL1,TRUB2,AXIN2,UPF3A,CSTF2T,GEMIN4,NPM1,SNRPE,CNOT10,SF3B3,TSEN15,DDX47"
D	GO:1903532	0.637351802	0.934338953	15.96020761	15	225	positive regulation of secretion by cell	0.957961375	"ENSG00000064115,ENSG00000083720,ENSG00000101188,ENSG00000106804,ENSG00000107485,ENSG00000109255,ENSG00000110723,ENSG00000123836,ENSG00000133026,ENSG00000147642,ENSG00000152556,ENSG00000163083,ENSG00000165025,ENSG00000185896,ENSG00000198794"	"TM7SF3,OXCT1,NTSR1,C5,GATA3,NMU,EXPH5,PFKFB2,MYH10,SYBU,PFKM,INHBB,SYK,LAMP1,SCAMP5"
D	GO:0001844	0.638404128	0.935382466	2.128027682	2	30	protein insertion into mitochondrial membrane involved in apoptotic signaling pathway	0.957961375	"ENSG00000015475,ENSG00000114126"	"BID,TFDP2"
D	GO:0002709	0.638404128	0.935382466	2.128027682	2	30	regulation of T cell mediated immunity	0.957961375	"ENSG00000107485,ENSG00000144381"	"GATA3,HSPD1"
D	GO:0006636	0.638404128	0.935382466	2.128027682	2	30	unsaturated fatty acid biosynthetic process	0.957961375	"ENSG00000008394,ENSG00000196139"	"MGST1,AKR1C3"
D	GO:0030199	0.638404128	0.935382466	2.128027682	2	30	collagen fibril organization	0.957961375	"ENSG00000099953,ENSG00000138061"	"MMP11,CYP1B1"
D	GO:0033574	0.638404128	0.935382466	2.128027682	2	30	response to testosterone	0.957961375	"ENSG00000084774,ENSG00000135446"	"CAD,CDK4"
D	GO:0046326	0.638404128	0.935382466	2.128027682	2	30	positive regulation of glucose import	0.957961375	"ENSG00000105647,ENSG00000162344,ENSG00000268173"	"PIK3R2,FGF19,PIK3R2"
D	GO:0050819	0.638404128	0.935382466	2.128027682	2	30	negative regulation of coagulation	0.957961375	"ENSG00000091583,ENSG00000184500"	"APOH,PROS1"
D	GO:0051293	0.638404128	0.935382466	2.128027682	2	30	establishment of spindle localization	0.957961375	"ENSG00000072864,ENSG00000080986"	"NDE1,NDC80"
D	GO:0051952	0.638404128	0.935382466	2.128027682	2	30	regulation of amine transport	0.957961375	"ENSG00000101188,ENSG00000171873"	"NTSR1,ADRA1D"
D	GO:0051965	0.638404128	0.935382466	2.128027682	2	30	positive regulation of synapse assembly	0.957961375	"ENSG00000181754,ENSG00000182580"	"AMIGO1,EPHB3"
D	GO:0055010	0.638404128	0.935382466	2.128027682	2	30	ventricular cardiac muscle tissue morphogenesis	0.957961375	"ENSG00000069702,ENSG00000114854"	"TGFBR3,TNNC1"
D	GO:0007018	0.63943716	0.934257285	17.02422145	16	240	microtubule-based movement	0.957961375	"ENSG00000072864,ENSG00000096872,ENSG00000103351,ENSG00000105948,ENSG00000115993,ENSG00000117155,ENSG00000133026,ENSG00000137177,ENSG00000138095,ENSG00000138160,ENSG00000138175,ENSG00000147642,ENSG00000163075,ENSG00000185896,ENSG00000187240,ENSG00000188807"	"NDE1,IFT74,CLUAP1,TTC26,TRAK2,SSX2IP,MYH10,KIF13A,LRPPRC,KIF11,ARL3,SYBU,CFAP221,LAMP1,DYNC2H1,TMEM201"
D	GO:0016569	0.641390019	0.943691795	28.44463668	27	401	covalent chromatin modification	0.957961375	"ENSG00000009709,ENSG00000009954,ENSG00000012048,ENSG00000077684,ENSG00000085276,ENSG00000088305,ENSG00000103037,ENSG00000105202,ENSG00000107485,ENSG00000109819,ENSG00000119335,ENSG00000131771,ENSG00000140395,ENSG00000149474,ENSG00000150347,ENSG00000152455,ENSG00000157212,ENSG00000158321,ENSG00000162227,ENSG00000168395,ENSG00000175792,ENSG00000177602,ENSG00000178409,ENSG00000185420,ENSG00000188976,ENSG00000196363,ENSG00000198890,ENSG00000280657"	"PAX7,BAZ1B,BRCA1,JADE1,MECOM,DNMT3B,SETD6,FBL,GATA3,PPARGC1A,SET,PPP1R1B,WDR61,CSRP2BP,ARID5B,SUV39H2,PAXIP1,AUTS2,TAF6L,ING5,RUVBL1,GSG2,BEND3,SMYD3,NOC2L,WDR5,PRMT6,SMYD3"
D	GO:0006875	0.641825914	0.937365591	21.20934256	20	299	cellular metal ion homeostasis	0.957961375	"ENSG00000005059,ENSG00000070018,ENSG00000076351,ENSG00000083454,ENSG00000101188,ENSG00000103888,ENSG00000104369,ENSG00000109255,ENSG00000110169,ENSG00000125384,ENSG00000133065,ENSG00000138821,ENSG00000149596,ENSG00000153291,ENSG00000163823,ENSG00000165060,ENSG00000165283,ENSG00000171873,ENSG00000180694,ENSG00000213366"	"CCDC109B,LRP6,SLC46A1,P2RX5,NTSR1,CEMIP,JPH1,NMU,HPX,PTGER2,SLC41A1,SLC39A8,JPH2,SLC25A27,CCR1,FXN,STOML2,ADRA1D,TMEM64,GSTM2"
D	GO:0009895	0.64236816	0.929588996	14.96712803	14	211	negative regulation of catabolic process	0.957961375	"ENSG00000064601,ENSG00000079387,ENSG00000087053,ENSG00000104341,ENSG00000109819,ENSG00000130826,ENSG00000133706,ENSG00000138095,ENSG00000160049,ENSG00000160803,ENSG00000164109,ENSG00000168646,ENSG00000189091,ENSG00000198799"	"CTSA,SENP1,MTMR2,LAPTM4B,PPARGC1A,DKC1,LARS,LRPPRC,DFFA,UBQLN4,MAD2L1,AXIN2,SF3B3,LRIG2"
D	GO:0008643	0.642902379	0.916113161	7.589965398	7	107	carbohydrate transport	0.957961375	"ENSG00000089057,ENSG00000105647,ENSG00000134243,ENSG00000146411,ENSG00000153291,ENSG00000162344,ENSG00000165272,ENSG00000268173"	"SLC23A2,PIK3R2,SORT1,SLC2A12,SLC25A27,FGF19,AQP3,PIK3R2"
D	GO:0055076	0.642902379	0.916113161	7.589965398	7	107	transition metal ion homeostasis	0.957961375	"ENSG00000076351,ENSG00000110169,ENSG00000138821,ENSG00000156398,ENSG00000164039,ENSG00000165060,ENSG00000183605"	"SLC46A1,HPX,SLC39A8,SFXN2,BDH2,FXN,SFXN4"
D	GO:0030799	0.64306099	0.913466739	3.262975779	3	46	regulation of cyclic nucleotide metabolic process	0.957961375	"ENSG00000112186,ENSG00000143147,ENSG00000171873"	"CAP2,GPR161,ADRA1D"
D	GO:0032649	0.64306099	0.913466739	3.262975779	3	46	regulation of interferon-gamma production	0.957961375	"ENSG00000107485,ENSG00000108561,ENSG00000144381"	"GATA3,C1QBP,HSPD1"
D	GO:0046324	0.64306099	0.913466739	3.262975779	3	46	regulation of glucose import	0.957961375	"ENSG00000105647,ENSG00000153291,ENSG00000162344,ENSG00000268173"	"PIK3R2,SLC25A27,FGF19,PIK3R2"
D	GO:1904888	0.64306099	0.913466739	3.262975779	3	46	cranial skeletal system development	0.957961375	"ENSG00000100625,ENSG00000100714,ENSG00000125378"	"SIX4,MTHFD1,BMP4"
D	GO:0000054	0.643229425	1.007513854	0.993079585	1	14	ribosomal subunit export from nucleus	0.957961375	ENSG00000181163	NPM1
D	GO:0001325	0.643229425	1.007513854	0.993079585	1	14	formation of extrachromosomal circular DNA	0.957961375	ENSG00000138346	DNA2
D	GO:0001779	0.643229425	1.007513854	0.993079585	1	14	natural killer cell differentiation	0.957961375	ENSG00000115738	ID2
D	GO:0002092	0.643229425	1.007513854	0.993079585	1	14	positive regulation of receptor internalization	0.957961375	ENSG00000165025	SYK
D	GO:0006122	0.643229425	1.007513854	0.993079585	1	14	"mitochondrial electron transport, ubiquinol to cytochrome c"	0.957961375	ENSG00000169021	UQCRFS1
D	GO:0006349	0.643229425	1.007513854	0.993079585	1	14	regulation of gene expression by genetic imprinting	0.957961375	ENSG00000012048	BRCA1
D	GO:0006390	0.643229425	1.007513854	0.993079585	1	14	mitochondrial transcription	0.957961375	ENSG00000156469	MTERF3
D	GO:0006525	0.643229425	1.007513854	0.993079585	1	14	arginine metabolic process	0.957961375	ENSG00000084774	CAD
D	GO:0007340	0.643229425	1.007513854	0.993079585	1	14	acrosome reaction	0.957961375	ENSG00000138031	ADCY3
D	GO:0007608	0.643229425	1.007513854	0.993079585	1	14	sensory perception of smell	0.957961375	ENSG00000138031	ADCY3
D	GO:0009310	0.643229425	1.007513854	0.993079585	1	14	amine catabolic process	0.957961375	ENSG00000164904	ALDH7A1
D	GO:0010226	0.643229425	1.007513854	0.993079585	1	14	response to lithium ion	0.957961375	ENSG00000115738	ID2
D	GO:0010460	0.643229425	1.007513854	0.993079585	1	14	positive regulation of heart rate	0.957961375	ENSG00000109255	NMU
D	GO:0010560	0.643229425	1.007513854	0.993079585	1	14	positive regulation of glycoprotein biosynthetic process	0.957961375	ENSG00000155893	PXYLP1
D	GO:0010592	0.643229425	1.007513854	0.993079585	1	14	positive regulation of lamellipodium assembly	0.957961375	ENSG00000158321	AUTS2
D	GO:0015813	0.643229425	1.007513854	0.993079585	1	14	L-glutamate transmembrane transport	0.957961375	ENSG00000101188	NTSR1
D	GO:0018904	0.643229425	1.007513854	0.993079585	1	14	ether metabolic process	0.957961375	ENSG00000143819	EPHX1
